PROSPECTID,Total_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_closed_L6M,pct_active_tl,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,time_since_recent_payment,num_times_delinquent,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,num_times_60p_dpd,num_std,num_std_6mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_lss,recent_level_of_deliq,CC_enq,CC_enq_L6m,PL_enq,time_since_recent_enq,enq_L3m,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,CC_Flag,PL_Flag,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,HL_Flag,GL_Flag,AGE,MARITALSTATUS_Married,MARITALSTATUS_Single,EDUCATION_1,EDUCATION_2,EDUCATION_3,EDUCATION_4,GENDER_F,GENDER_M,last_prod_enq2_AL,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_AL,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others
16299,27,2,0,0.0,0.185,0.111,0.0,1,0,0,0,0,20,7,5,78,77,1,0,0,0,0,14,4,0,0,0,0,0,0,1,0,0,2,909,0,15000,37,0.185,0.667,0,0,0.0,0.0,1,0,36,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16301,2,0,0,0.0,0.5,0.0,0.0,0,0,0,0,0,0,2,0,41,632,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,6,3,12000,36,0.5,0.0,0,0,0.0,0.0,0,0,23,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
16302,1,1,1,1.0,0.0,1.0,1.0,0,0,0,0,1,0,1,0,5,91,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,151,0,28000,126,0.0,1.0,0,1,1.0,0.0,0,0,21,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16303,3,0,0,0.0,0.667,0.0,0.333,1,0,2,0,1,0,3,0,18,55,0,0,0,0,0,16,5,0,0,0,0,0,0,0,1,0,2,501,0,34500,82,0.667,0.0,1,1,0.0,0.0,0,0,25,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
16304,9,5,5,0.556,0.444,0.667,0.556,1,1,1,0,1,1,8,3,19,28,6,1,4,3,0,0,0,0,0,0,0,0,0,3,4,2,10,17,7,23000,47,0.444,0.833,1,1,0.9,0.5,0,0,28,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
16305,8,2,0,0.0,0.5,0.375,0.5,0,1,0,0,3,1,7,2,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,4,4,19200,48,0.5,0.667,0,1,0.778,1.0,0,0,33,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
16306,2,0,0,0.0,1.0,0.5,0.0,1,0,0,0,0,2,0,2,17,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,233,0,22000,63,1.0,0.0,0,0,0.0,0.0,0,0,30,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0
16308,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,91,1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2572,0,27500,171,0.0,0.0,0,0,0.0,0.0,0,0,43,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16310,6,2,0,0.0,0.833,1.0,0.167,0,0,0,0,0,2,4,0,12,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,5,20000,84,0.833,0.333,0,0,0.0,0.0,1,0,25,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16311,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,69,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,30000,366,0.0,0.0,0,0,0.0,0.0,0,0,47,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
16312,11,3,2,0.182,0.545,0.455,0.182,1,1,0,0,1,3,8,2,49,23,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,2,84,2,18000,122,0.545,0.6,0,1,0.0,0.0,1,0,28,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
16313,1,0,0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,0,0,31,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,0,18000,245,0.0,0.0,0,0,0.0,0.0,0,0,25,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16315,10,1,0,0.0,0.6,0.3,0.1,1,2,0,0,0,10,0,0,37,76,1,0,0,0,0,51,10,0,0,0,0,0,0,16,0,0,0,740,0,12,75,0.6,0.333,0,0,0.0,0.0,1,0,25,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16316,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12000,70,1.0,1.0,0,0,0.0,0.0,0,0,33,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16317,4,1,0,0.0,1.0,0.75,0.0,1,1,0,0,1,1,3,0,15,73,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,11,4,25000,70,1.0,0.333,0,1,0.5,0.0,0,0,30,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16318,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,23,699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,35000,195,0.0,0.0,0,0,0.0,0.0,1,0,54,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16319,2,0,0,0.0,0.5,0.5,0.5,0,0,0,0,0,0,2,0,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,24000,190,0.5,0.0,0,0,0.0,0.0,0,0,26,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16320,2,2,1,0.5,0.5,1.0,0.5,0,0,0,0,1,0,2,0,3,48,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,4,6,25000,122,0.5,1.0,0,1,1.0,0.0,0,0,31,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16321,24,0,0,0.0,0.083,0.0,0.083,0,3,5,2,3,5,19,0,184,55,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1075,0,8900,186,0.083,0.0,1,1,0.0,0.0,0,1,48,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0
16322,4,1,0,0.0,0.25,0.25,0.25,1,2,0,0,1,2,2,0,61,353,2,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,2,321,0,20,125,0.25,1.0,0,1,0.0,0.0,0,0,32,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16323,3,2,0,0.0,0.667,0.667,0.333,2,0,0,0,0,0,3,1,19,288,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,10,64,0.667,1.0,0,0,0.0,0.0,0,0,50,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
16324,3,0,0,0.0,0.333,0.0,0.0,0,0,0,0,2,0,3,0,43,595,0,0,0,0,0,47,5,0,0,0,0,0,0,0,0,0,1,853,0,40000,244,0.333,0.0,0,1,0.0,0.0,0,0,49,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
16325,2,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,2,0,1,253,1511,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2139,0,19500,369,0.0,0.0,0,0,0.0,0.0,0,0,49,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16326,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,7,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,56000,75,1.0,0.0,0,0,0.0,0.0,0,0,26,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16327,5,2,0,0.0,0.6,0.4,0.0,1,0,0,0,0,1,4,0,31,52,4,0,3,3,0,0,0,0,0,0,0,0,0,25,2,0,0,1,1,230000,89,0.6,1.0,0,0,0.0,0.0,1,0,49,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
16328,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,12000,35,1.0,0.0,0,0,0.0,0.0,0,0,22,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16329,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,2,0,165,3822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,17000,91,0.0,0.0,0,1,0.0,0.0,0,0,45,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16330,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,16,19,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,171,0,18000,120,1.0,0.0,0,0,0.0,0.0,0,0,27,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16331,2,0,0,0.0,1.0,0.5,0.0,0,0,0,2,0,2,0,0,12,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,12000,16,1.0,0.0,0,0,0.0,0.0,0,1,24,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
16332,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,14,121,1,0,1,1,0,0,0,0,0,0,0,0,0,26,0,0,0,2,3,30000,101,1.0,0.0,0,0,0.0,0.0,0,0,36,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16333,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,19000,82,1.0,1.0,0,0,0.0,0.0,0,0,24,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16334,1,0,0,0.0,1.0,1.0,0.0,0,1,0,0,0,1,0,0,12,45,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,2,1,2,25000,185,1.0,0.0,0,0,1.0,0.0,0,0,41,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16335,3,0,1,0.333,0.667,0.667,0.333,0,0,0,0,0,0,3,0,15,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,50000,44,0.667,0.0,0,0,0.0,0.0,0,0,27,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
16336,3,0,1,0.333,0.667,0.667,0.333,1,0,0,0,0,0,3,1,18,73,5,0,5,5,0,0,0,0,0,0,0,0,0,28,3,0,0,3,2,23000,18,0.667,0.0,0,0,0.0,0.0,0,0,29,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16337,2,0,0,0.0,1.0,0.5,0.0,0,0,0,0,2,0,2,0,14,53,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,1,348,0,32000,60,1.0,0.0,0,1,0.0,0.0,0,0,32,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
16338,1,0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,18,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,0,20000,38,0.0,0.0,0,0,0.0,0.0,0,0,31,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16339,4,0,0,0.0,0.5,0.25,0.25,0,0,0,0,0,4,0,1,46,88,1,0,0,0,0,33,4,0,0,0,0,0,0,11,0,0,2,128,0,12000,41,0.5,0.0,0,0,0.5,0.0,1,0,24,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16340,4,0,0,0.0,0.75,0.5,0.25,1,4,0,0,0,4,0,0,60,11,11,1,1,0,0,11,0,0,0,0,0,0,0,5,0,0,0,2,1,30000,246,0.75,0.0,0,0,0.0,0.0,0,0,49,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
16341,3,2,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,3,1,6,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,20000,38,1.0,0.667,0,0,0.0,0.0,0,0,33,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
16342,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,28,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,856,0,20000,23,1.0,0.0,0,0,0.0,0.0,0,0,33,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16343,1,0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,1,0,30,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,13500,66,1.0,0.0,0,0,0.0,0.0,0,0,31,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16344,2,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,2,0,7,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,203,0,49500,139,1.0,0.0,0,0,0.0,0.0,0,0,36,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16346,4,0,0,0.0,0.5,0.0,0.0,0,0,0,0,2,1,3,2,40,130,20,0,0,0,5,36,7,0,0,0,0,0,0,28,0,0,6,100,0,37000,106,0.5,0.0,0,1,0.0,0.0,0,0,39,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
16347,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,25000,66,1.0,0.0,0,0,0.0,0.0,0,0,27,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16348,6,1,1,0.167,0.333,0.333,0.167,0,1,0,1,0,2,4,0,84,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,20000,186,0.333,0.5,0,0,0.0,0.0,0,1,42,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
16349,2,1,0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,2,0,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,12000,120,1.0,0.5,0,0,0.75,0.0,0,0,35,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
16350,3,1,0,0.0,0.667,0.667,0.333,0,0,0,0,0,0,3,0,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,1,17000,38,0.667,0.5,0,0,0.0,0.0,0,0,27,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16351,7,4,0,0.0,1.0,0.571,0.0,4,1,1,0,0,2,5,1,23,43,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,1,0,7,3,50000,186,1.0,1.0,1,0,0.0,1.0,0,0,45,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
16352,1,0,0,0.0,1.0,1.0,0.0,0,0,0,0,0,1,0,1,9,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15000,92,1.0,0.0,0,0,0.0,0.0,0,0,35,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16353,9,2,1,0.111,0.333,0.222,0.111,0,0,0,0,0,4,5,2,54,52,0,0,0,0,0,57,8,0,0,0,0,0,0,0,0,0,6,377,0,14500,63,0.333,1.0,0,0,0.0,0.0,1,0,34,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
16354,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,2,0,54,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1170,0,13000,83,0.0,0.0,0,1,0.0,0.0,0,0,29,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
16355,4,0,2,0.5,0.5,0.25,0.5,0,1,0,0,0,1,3,0,38,57,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,450,0,23000,30,0.5,0.0,0,0,0.0,0.0,0,0,30,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16356,5,2,0,0.0,0.6,0.4,0.0,1,1,0,0,0,5,0,1,95,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,35000,188,0.6,1.0,0,0,0.0,0.0,1,0,38,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
16357,3,0,0,0.0,0.667,0.0,0.0,1,0,1,0,1,0,3,0,63,80,12,6,12,6,0,35,3,0,0,0,0,0,0,3,1,0,4,482,0,30000,190,0.667,0.0,1,1,0.0,0.0,0,0,36,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
16358,5,0,0,0.0,0.6,0.2,0.2,0,1,0,0,0,4,1,0,47,82,0,0,0,0,0,30,5,0,0,0,0,0,0,0,1,0,0,495,0,20000,71,0.6,0.0,0,0,0.0,0.0,1,0,42,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
16360,5,0,0,0.0,0.2,0.0,0.0,0,1,0,0,0,5,0,0,61,370,1,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,190,0,15000,84,0.2,0.0,0,0,0.0,0.0,1,0,29,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16361,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,20,23,3,0,3,3,0,0,0,0,0,0,0,0,0,7,0,0,1,238,0,11000,125,1.0,0.0,0,0,0.0,0.0,0,0,39,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16362,5,1,3,0.6,0.4,0.4,0.6,0,0,0,0,3,0,5,0,29,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,125,0,42500,36,0.4,0.5,0,1,0.333,0.0,0,0,22,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
16363,4,0,0,0.0,0.5,0.0,0.0,0,1,0,0,0,1,3,3,68,897,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1603,0,18000,67,0.5,0.0,0,0,0.0,0.0,0,0,27,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16364,2,1,0,0.0,1.0,1.0,0.0,1,2,0,0,0,2,0,0,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,17000,62,1.0,0.5,0,0,0.0,0.0,0,0,30,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16366,2,0,0,0.0,0.5,0.5,0.5,0,2,0,0,0,2,0,0,34,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,51,1,23000,28,0.5,0.0,0,0,0.0,1.0,0,0,27,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
16368,6,3,0,0.0,1.0,1.0,0.0,3,0,1,0,0,1,5,2,10,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,131,0,22000,64,1.0,0.5,1,0,0.0,0.0,1,0,25,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16369,7,1,0,0.0,0.429,0.143,0.0,1,0,0,0,0,6,1,1,47,58,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,2,111,0,25000,100,0.429,1.0,0,0,1.0,0.0,1,0,38,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16370,1,0,0,0.0,1.0,0.0,0.0,0,1,0,0,0,1,0,0,56,933,6,0,0,0,6,0,0,0,0,0,0,0,0,90,0,0,0,1688,0,12000,47,1.0,0.0,0,0,0.0,0.0,0,0,25,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16371,4,1,0,0.0,0.75,0.5,0.0,0,0,1,0,1,2,2,2,94,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,45000,249,0.75,0.5,1,1,0.0,0.0,0,0,32,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16373,2,0,0,0.0,0.5,0.0,0.0,0,0,0,0,0,1,1,2,56,151,0,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,1681,0,16000,62,0.5,0.0,0,0,0.0,0.0,0,0,37,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16374,1,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,46,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373,0,40000,56,0.0,0.0,0,0,0.0,0.0,0,0,39,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16376,3,0,0,0.0,0.333,0.333,0.333,0,0,0,0,0,0,3,0,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,260,0,18000,17,0.333,0.0,0,0,0.0,0.0,0,0,30,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16377,10,3,0,0.0,0.6,0.3,0.0,0,2,1,1,1,3,7,2,152,52,19,0,0,0,3,34,4,0,0,0,0,0,0,59,3,0,3,115,0,15000,148,0.6,1.0,1,1,0.333,0.0,0,1,38,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16378,6,3,0,0.0,1.0,1.0,0.0,1,0,0,0,1,1,5,2,11,66,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,2,3,22,5,14400,234,1.0,0.5,0,1,0.333,0.5,0,0,27,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16379,4,0,0,0.0,0.25,0.0,0.0,1,1,0,2,0,3,1,1,170,3460,4,1,2,1,0,19,2,0,0,0,0,0,0,31,0,0,0,8,1,24000,126,0.25,0.0,0,0,0.0,0.0,0,1,40,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
16380,3,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,0,3,47,863,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,1,18500,56,0.0,0.0,0,0,0.0,0.0,0,0,36,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16381,2,1,0,0.0,0.5,0.5,0.0,1,1,0,0,0,1,1,0,46,556,13,0,0,0,2,0,0,0,0,0,0,0,0,60,0,0,0,8,2,22000,150,0.5,1.0,0,0,0.0,0.0,0,0,29,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
16382,2,0,0,0.0,1.0,0.5,0.0,0,1,0,0,0,2,0,1,35,48,2,2,2,0,0,29,2,0,0,0,0,0,0,7,0,0,0,312,0,23000,95,1.0,0.0,0,0,0.0,0.0,0,0,26,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16383,3,1,0,0.0,0.667,0.333,0.0,1,2,0,0,1,2,1,0,127,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,70000,361,0.667,1.0,0,1,1.0,0.0,0,0,47,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16385,3,1,0,0.0,0.667,0.333,0.333,0,1,0,0,0,1,2,1,38,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,18000,66,0.667,1.0,0,0,0.0,0.0,0,0,26,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16387,2,0,0,0.0,1.0,0.5,0.0,0,0,0,1,0,1,1,1,48,127,3,1,3,2,0,0,0,9,0,0,0,0,3,26,0,0,0,450,0,20000,40,1.0,0.0,0,0,0.0,0.0,0,1,23,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16388,2,1,1,0.5,0.5,0.5,0.5,0,0,0,0,1,0,2,0,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,1,10000,12,0.5,1.0,0,1,1.0,0.0,0,0,29,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
16389,3,1,0,0.0,0.667,0.667,0.0,0,0,0,0,0,1,2,0,42,72,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,304,0,20000,120,0.667,0.5,0,0,0.0,0.0,1,0,45,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
16390,5,0,0,0.0,0.4,0.0,0.0,0,2,0,0,1,2,3,0,99,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,85000,188,0.4,0.0,0,1,0.0,0.0,0,0,32,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
16391,8,3,0,0.0,0.875,0.75,0.0,3,2,0,0,1,2,6,1,51,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,83,2,13500,125,0.875,0.5,0,1,0.5,0.0,0,0,49,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
16392,20,1,1,0.05,0.2,0.1,0.1,0,1,0,0,1,19,1,3,111,72,5,0,0,0,1,4,4,0,0,0,0,0,0,13,0,0,1,3,1,95000,125,0.2,0.5,0,1,0.0,0.0,1,0,31,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
16396,1,1,0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,25000,72,1.0,1.0,0,0,0.0,0.0,0,0,29,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
16397,2,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,1,62,1523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,32500,194,0.0,0.0,0,0,0.0,0.0,1,0,39,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
16398,7,0,0,0.0,0.143,0.0,0.0,1,1,0,0,0,4,3,3,124,3471,4,0,0,0,4,0,0,0,0,0,0,0,0,572,0,0,1,2,1,45000,182,0.143,0.0,0,0,1.0,0.0,1,0,41,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
16399,4,1,0,0.0,0.5,0.25,0.0,0,1,0,0,0,2,2,2,121,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,2,23000,188,0.5,1.0,0,0,0.0,0.0,0,0,37,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
